Caller Method,Caller Library,Virtual Callee Method,Actual Callee Method,Callee Library,Count
org.seimicrawler.xpath.util.CommonUtil::sameTagElNums(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,jsoup-1.13.1,16
org.seimicrawler.xpath.core.XpathProcessor::visitStep(Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::select(Ljava/lang/String;)Lorg/jsoup/select/Elements;,org.jsoup.nodes.Element::select(Ljava/lang/String;)Lorg/jsoup/select/Elements;,jsoup-1.13.1,1
org.seimicrawler.xpath.core.node.Text::call(Lorg/seimicrawler/xpath/core/Scope;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::text(Ljava/lang/String;)Lorg/jsoup/nodes/Element;,org.jsoup.nodes.Element::text(Ljava/lang/String;)Lorg/jsoup/nodes/Element;,jsoup-1.13.1,50
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$UnaryExprNoRootContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,13372
org.seimicrawler.xpath.util.CommonUtil::getJxSameTagIndexInSiblings(Lorg/jsoup/nodes/Element;)I,JsoupXpath-2.4.3,org.apache.commons.lang3.StringUtils::isBlank(Ljava/lang/CharSequence;)Z,org.apache.commons.lang3.StringUtils::isBlank(Ljava/lang/CharSequence;)Z,commons-lang3-3.3.2,6
org.seimicrawler.xpath.antlr.XpathParser::primaryExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$PrimaryExprContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,60
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$FunctionCallContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,19
org.junit.runners.ParentRunner$3::run()V,junit-4.12,org.junit.runners.ParentRunner::runChild(Ljava/lang/Object;Lorg/junit/runner/notification/RunNotifier;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::runChild(Ljava/lang/Object;Lorg/junit/runner/notification/RunNotifier;)V,junit-dataprovider-1.10.2,25
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$OrExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,95
org.seimicrawler.xpath.util.CommonUtil::sameTagElNums(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.nodes.Element::tagName()Ljava/lang/String;,org.jsoup.nodes.Element::tagName()Ljava/lang/String;,jsoup-1.13.1,16
org.seimicrawler.xpath.JXDocument::selN(Ljava/lang/String;)Ljava/util/List;,JsoupXpath-2.4.3,org.antlr.v4.runtime.CharStreams::fromString(Ljava/lang/String;)Lorg/antlr/v4/runtime/CodePointCharStream;,org.antlr.v4.runtime.CharStreams::fromString(Ljava/lang/String;)Lorg/antlr/v4/runtime/CodePointCharStream;,antlr4-runtime-4.7.2,30
org.seimicrawler.xpath.antlr.XpathParser::relationalExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$RelationalExprContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,org.antlr.v4.runtime.CommonTokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,4
org.slf4j.impl.StaticLoggerBinder::init()V,logback-classic-1.2.3,ch.qos.logback.core.status.StatusUtil::contextHasStatusListener(Lch/qos/logback/core/Context;)Z,ch.qos.logback.core.status.StatusUtil::contextHasStatusListener(Lch/qos/logback/core/Context;)Z,logback-core-1.2.3,1
org.jsoup.parser.HtmlTreeBuilderState$7::process(Lorg/jsoup/parser/Token;Lorg/jsoup/parser/HtmlTreeBuilder;)Z,jsoup-1.13.1,org.jsoup.helper.StringUtil::inSorted(Ljava/lang/String;[Ljava/lang/String;)Z,org.jsoup.helper.StringUtil::inSorted(Ljava/lang/String;[Ljava/lang/String;)Z,jsoup-1.10.3,135749
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$PrimaryExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,52
org.antlr.v4.runtime.Parser::match(I)Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ANTLRErrorStrategy::reportMatch(Lorg/antlr/v4/runtime/Parser;)V,org.seimicrawler.xpath.exception.DoFailOnErrorHandler::reportMatch(Lorg/antlr/v4/runtime/Parser;)V,JsoupXpath-2.4.3,315
org.slf4j.impl.StaticLoggerBinder::init()V,logback-classic-1.2.3,ch.qos.logback.core.util.StatusPrinter::printInCaseOfErrorsOrWarnings(Lch/qos/logback/core/Context;)V,ch.qos.logback.core.util.StatusPrinter::printInCaseOfErrorsOrWarnings(Lch/qos/logback/core/Context;)V,logback-core-1.2.3,1
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$StepContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7774
org.junit.runners.BlockJUnit4ClassRunner::methodBlock(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::withPotentialTimeout(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::withPotentialTimeout(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,25
com.tngtech.java.junit.dataprovider.internal.TestValidator::validateTestMethod(Lorg/junit/runners/model/FrameworkMethod;Ljava/util/List;)V,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::validatePublicVoid(ZLjava/util/List;)V,org.junit.runners.model.FrameworkMethod::validatePublicVoid(ZLjava/util/List;)V,junit-4.12,5
org.junit.runners.BlockJUnit4ClassRunner::methodBlock(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::withAfters(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::withAfters(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,25
org.jsoup.nodes.Node$NodeList::onContentsChanged()V,jsoup-1.10.3,org.jsoup.nodes.Node::nodelistChanged()V,org.jsoup.nodes.FormElement::nodelistChanged()V,jsoup-1.13.1,216
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$AbbreviatedStepContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,2
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$OrExprContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,95
org.junit.runners.BlockJUnit4ClassRunner::withMethodRules(Lorg/junit/runners/model/FrameworkMethod;Ljava/util/List;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getMethodRules(Ljava/lang/Object;)Ljava/util/List;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getMethodRules(Ljava/lang/Object;)Ljava/util/List;,junit-dataprovider-1.10.2,25
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$ExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,95
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$MultiplicativeExprContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,26904
org.seimicrawler.xpath.core.XpathProcessor::visitStep(Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::attr(Ljava/lang/String;)Ljava/lang/String;,org.jsoup.nodes.FormElement::attr(Ljava/lang/String;)Ljava/lang/String;,jsoup-1.13.1,6
org.junit.runners.ParentRunner::getDescription()Lorg/junit/runner/Description;,junit-4.12,org.junit.runners.ParentRunner::getName()Ljava/lang/String;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getName()Ljava/lang/String;,junit-dataprovider-1.10.2,1
org.junit.runners.ParentRunner::classBlock(Lorg/junit/runner/notification/RunNotifier;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.ParentRunner::withBeforeClasses(Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::withBeforeClasses(Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,1
org.junit.runners.BlockJUnit4ClassRunner::runChild(Lorg/junit/runners/model/FrameworkMethod;Lorg/junit/runner/notification/RunNotifier;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::isIgnored(Lorg/junit/runners/model/FrameworkMethod;)Z,com.tngtech.java.junit.dataprovider.DataProviderRunner::isIgnored(Lorg/junit/runners/model/FrameworkMethod;)Z,junit-dataprovider-1.10.2,25
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$PathExprNoRootContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,124
org.seimicrawler.xpath.core.Scope::singleEl()Lorg/jsoup/nodes/Element;,JsoupXpath-2.4.3,org.jsoup.select.Elements::first()Lorg/jsoup/nodes/Element;,org.jsoup.select.Elements::first()Lorg/jsoup/nodes/Element;,jsoup-1.13.1,6908
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$RelativeLocationPathContext::setAltNumber(I)V,JsoupXpath-2.4.3,64
ch.qos.logback.core.spi.ContextAwareBase::addInfo(Ljava/lang/String;)V,logback-core-1.2.3,ch.qos.logback.core.spi.ContextAwareBase::getDeclaredOrigin()Ljava/lang/Object;,ch.qos.logback.classic.BasicConfigurator::getDeclaredOrigin()Ljava/lang/Object;,logback-classic-1.2.3,1
org.seimicrawler.xpath.antlr.XpathParser::orExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$OrExprContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,95
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$LocationPathContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7058
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$LocationPathContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,64
org.seimicrawler.xpath.antlr.XpathParser::relativeLocationPath()Lorg/seimicrawler/xpath/antlr/XpathParser$RelativeLocationPathContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,org.antlr.v4.runtime.CommonTokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,92
org.seimicrawler.xpath.util.CommonUtil::sameTagElNums(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.select.Elements::contains(Ljava/lang/Object;)Z,org.jsoup.select.Elements::contains(Ljava/lang/Object;)Z,jsoup-1.13.1,320
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$RelationalExprContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,120
org.seimicrawler.xpath.util.CommonUtil::getJxSameTagIndexInSiblings(Lorg/jsoup/nodes/Element;)I,JsoupXpath-2.4.3,org.jsoup.nodes.Element::attr(Ljava/lang/String;)Ljava/lang/String;,org.jsoup.nodes.Element::attr(Ljava/lang/String;)Ljava/lang/String;,jsoup-1.13.1,6
org.antlr.v4.runtime.RuleContext::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.RuleContext::getChildCount()I,org.seimicrawler.xpath.antlr.XpathParser$QNameContext::getChildCount()I,JsoupXpath-2.4.3,22404
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$AndExprContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7557
org.junit.internal.builders.AnnotatedBuilder::runnerForClass(Ljava/lang/Class;)Lorg/junit/runner/Runner;,junit-4.12,org.junit.runner.RunWith::value()Ljava/lang/Class;,com.sun.proxy.$Proxy10::value()Ljava/lang/Class;,com.sun.proxy,1
org.jsoup.parser.TokenQueue::matchesWhitespace()Z,jsoup-1.13.1,org.jsoup.helper.StringUtil::isWhitespace(I)Z,org.jsoup.helper.StringUtil::isWhitespace(I)Z,jsoup-1.10.3,25
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$PathExprNoRootContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,124
org.seimicrawler.xpath.util.CommonUtil::sameTagElNums(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.select.Elements::size()I,org.jsoup.select.Elements::size()I,jsoup-1.13.1,16
org.junit.runners.BlockJUnit4ClassRunner::expectsException(Lorg/junit/Test;)Z,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getExpectedException(Lorg/junit/Test;)Ljava/lang/Class;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getExpectedException(Lorg/junit/Test;)Ljava/lang/Class;,junit-dataprovider-1.10.2,25
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$NCNameContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,129
org.junit.runners.BlockJUnit4ClassRunner::runChild(Lorg/junit/runners/model/FrameworkMethod;Lorg/junit/runner/notification/RunNotifier;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::runLeaf(Lorg/junit/runners/model/Statement;Lorg/junit/runner/Description;Lorg/junit/runner/notification/RunNotifier;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::runLeaf(Lorg/junit/runners/model/Statement;Lorg/junit/runner/Description;Lorg/junit/runner/notification/RunNotifier;)V,junit-dataprovider-1.10.2,25
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$AxisSpecifierContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7694
org.seimicrawler.xpath.core.node.AllText::call(Lorg/seimicrawler/xpath/core/Scope;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::text()Ljava/lang/String;,org.jsoup.nodes.Element::text()Ljava/lang/String;,jsoup-1.13.1,93
org.seimicrawler.xpath.core.XpathProcessor::visitStep(Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::children()Lorg/jsoup/select/Elements;,org.jsoup.nodes.Element::children()Lorg/jsoup/select/Elements;,jsoup-1.13.1,1066
org.seimicrawler.xpath.core.XpathProcessor::visitPredicate(Lorg/seimicrawler/xpath/antlr/XpathParser$PredicateContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,jsoup-1.13.1,213
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$AdditiveExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,1
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$FilterExprContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,6315
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$RelationalExprContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,4
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$EqualityExprContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,116
com.tngtech.java.junit.dataprovider.internal.TestValidator::validateTestMethod(Lorg/junit/runners/model/FrameworkMethod;Ljava/util/List;)V,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,junit-4.12,26
org.junit.runners.BlockJUnit4ClassRunner::describeChild(Ljava/lang/Object;)Lorg/junit/runner/Description;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::describeChild(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runner/Description;,com.tngtech.java.junit.dataprovider.DataProviderRunner::describeChild(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runner/Description;,junit-dataprovider-1.10.2,25
org.junit.runners.ParentRunner::withClassRules(Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.ParentRunner::classRules()Ljava/util/List;,com.tngtech.java.junit.dataprovider.DataProviderRunner::classRules()Ljava/util/List;,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$EqualityExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,116
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$RelationalExprContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,13092
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$RelationalExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,4
org.junit.runners.BlockJUnit4ClassRunner::getExpectedException(Lorg/junit/Test;)Ljava/lang/Class;,junit-4.12,org.junit.Test::expected()Ljava/lang/Class;,com.sun.proxy.$Proxy6::expected()Ljava/lang/Class;,com.sun.proxy,36
org.junit.runners.BlockJUnit4ClassRunner::getTimeout(Lorg/junit/Test;)J,junit-4.12,org.junit.Test::timeout()J,com.sun.proxy.$Proxy6::timeout()J,com.sun.proxy,36
org.antlr.v4.runtime.Lexer::emitEOF()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Lexer::emit(Lorg/antlr/v4/runtime/Token;)V,org.seimicrawler.xpath.antlr.XpathLexer::emit(Lorg/antlr/v4/runtime/Token;)V,JsoupXpath-2.4.3,31
org.antlr.v4.runtime.DefaultErrorStrategy::reportMatch(Lorg/antlr/v4/runtime/Parser;)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.DefaultErrorStrategy::endErrorCondition(Lorg/antlr/v4/runtime/Parser;)V,org.seimicrawler.xpath.exception.DoFailOnErrorHandler::endErrorCondition(Lorg/antlr/v4/runtime/Parser;)V,JsoupXpath-2.4.3,598
