Caller Method,Caller Library,Virtual Callee Method,Actual Callee Method,Callee Library,Count
org.eclipse.jetty.io.ManagedSelector::createEndPoint(Ljava/nio/channels/SelectableChannel;Ljava/nio/channels/SelectionKey;)V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.io.SelectorManager::newConnection(Ljava/nio/channels/SelectableChannel;Lorg/eclipse/jetty/io/EndPoint;Ljava/lang/Object;)Lorg/eclipse/jetty/io/Connection;,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::newConnection(Ljava/nio/channels/SelectableChannel;Lorg/eclipse/jetty/io/EndPoint;Ljava/lang/Object;)Lorg/eclipse/jetty/io/Connection;,jetty-server-9.4.26.v20200117,3
org.eclipse.jetty.server.HttpChannelOverHttp::parsedHeader(Lorg/eclipse/jetty/http/HttpField;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpField::getHeader()Lorg/eclipse/jetty/http/HttpHeader;,org.eclipse.jetty.http.HostPortHttpField::getHeader()Lorg/eclipse/jetty/http/HttpHeader;,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.server.HttpChannelOverHttp::earlyEOF()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpGenerator::setPersistent(Z)V,org.eclipse.jetty.http.HttpGenerator::setPersistent(Z)V,jetty-http-9.4.26.v20200117,2
org.eclipse.jetty.server.Server::doStart()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.Uptime::getUptime()J,org.eclipse.jetty.util.Uptime::getUptime()J,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.util.component.ContainerLifeCycle::doStart()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::start(Lorg/eclipse/jetty/util/component/LifeCycle;)V,org.eclipse.jetty.server.ServerConnector::start(Lorg/eclipse/jetty/util/component/LifeCycle;)V,jetty-server-9.4.26.v20200117,3
org.eclipse.jetty.server.handler.ScopedHandler::handle(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.server.handler.ScopedHandler::isStarted()Z,org.eclipse.jetty.servlet.ServletHandler::isStarted()Z,jetty-servlet-9.4.26.v20200117,56
org.eclipse.jetty.io.ByteBufferPool::newByteBuffer(IZ)Ljava/nio/ByteBuffer;,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::allocate(I)Ljava/nio/ByteBuffer;,org.eclipse.jetty.util.BufferUtil::allocate(I)Ljava/nio/ByteBuffer;,jetty-util-9.4.26.v20200117,3
org.eclipse.jetty.util.component.ContainerLifeCycle::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::getStopTimeout()J,org.eclipse.jetty.io.ManagedSelector::getStopTimeout()J,jetty-io-9.4.26.v20200117,4
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::isStarted()Z,org.eclipse.jetty.server.ServerConnector::isStarted()Z,jetty-server-9.4.26.v20200117,3
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Z)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,org.eclipse.jetty.server.Server::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.Request::getHeader(Ljava/lang/String;)Ljava/lang/String;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MetaData$Request::getFields()Lorg/eclipse/jetty/http/HttpFields;,org.eclipse.jetty.http.MetaData$Request::getFields()Lorg/eclipse/jetty/http/HttpFields;,jetty-http-9.4.26.v20200117,21
org.jsoup.select.NodeTraversor::filter(Lorg/jsoup/select/NodeFilter;Lorg/jsoup/nodes/Node;)Lorg/jsoup/select/NodeFilter$FilterResult;,jsoup-1.13.1,org.jsoup.select.NodeFilter::head(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.select.TraversorTest$2::head(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.select,4
org.eclipse.jetty.server.Response::addCookie(Ljavax/servlet/http/Cookie;)V,jetty-server-9.4.26.v20200117,javax.servlet.http.Cookie::getMaxAge()I,javax.servlet.http.Cookie::getMaxAge()I,javax.servlet-api-3.1.0,2
org.eclipse.jetty.server.AbstractConnector::shutdown()Ljava/util/concurrent/Future;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.component.Graceful$Shutdown::shutdown()Ljava/util/concurrent/Future;,org.eclipse.jetty.util.component.Graceful$Shutdown::shutdown()Ljava/util/concurrent/Future;,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.http.MimeTypes::getCharsetFromContentType(Ljava/lang/String;)Ljava/lang/String;,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.StringUtil::normalizeCharset(Ljava/lang/String;II)Ljava/lang/String;,org.eclipse.jetty.util.StringUtil::normalizeCharset(Ljava/lang/String;II)Ljava/lang/String;,jetty-util-9.4.26.v20200117,5
org.eclipse.jetty.server.HttpChannelOverHttp::parsedHeader(Lorg/eclipse/jetty/http/HttpField;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::add(Lorg/eclipse/jetty/http/HttpField;)V,org.eclipse.jetty.http.HttpFields::add(Lorg/eclipse/jetty/http/HttpField;)V,jetty-http-9.4.26.v20200117,309
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::contains(Ljava/lang/Object;)Z,org.eclipse.jetty.server.HttpConnectionFactory::contains(Ljava/lang/Object;)Z,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.HttpOutput::complete(Lorg/eclipse/jetty/util/Callback;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::hasContent(Ljava/nio/ByteBuffer;)Z,org.eclipse.jetty.util.BufferUtil::hasContent(Ljava/nio/ByteBuffer;)Z,jetty-util-9.4.26.v20200117,54
org.eclipse.jetty.http.HttpGenerator::completing(Ljava/nio/ByteBuffer;Ljava/nio/ByteBuffer;)Lorg/eclipse/jetty/http/HttpGenerator$Result;,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::hasContent(Ljava/nio/ByteBuffer;)Z,org.eclipse.jetty.util.BufferUtil::hasContent(Ljava/nio/ByteBuffer;)Z,jetty-util-9.4.26.v20200117,65
org.eclipse.jetty.util.component.ContainerLifeCycle::setStopTimeout(J)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopTimeout(J)V,org.eclipse.jetty.server.handler.ErrorHandler::setStopTimeout(J)V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.AbstractConnector::getConnectionFactory(Ljava/lang/String;)Lorg/eclipse/jetty/server/ConnectionFactory;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.thread.Locker::lock()Lorg/eclipse/jetty/util/thread/Locker$Lock;,org.eclipse.jetty.util.thread.Locker::lock()Lorg/eclipse/jetty/util/thread/Locker$Lock;,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.server.HttpOutput::complete(Lorg/eclipse/jetty/util/Callback;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,56
org.eclipse.jetty.server.HttpOutput::channelWrite(Ljava/nio/ByteBuffer;Z)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.SharedBlockingCallback$Blocker::close()V,org.eclipse.jetty.util.SharedBlockingCallback$Blocker::close()V,jetty-util-9.4.26.v20200117,8
org.eclipse.jetty.servlet.ServletHandler::doScope(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,jetty-servlet-9.4.26.v20200117,org.eclipse.jetty.server.Request::getPathInfo()Ljava/lang/String;,org.eclipse.jetty.server.Request::getPathInfo()Ljava/lang/String;,jetty-server-9.4.26.v20200117,56
org.eclipse.jetty.server.HttpOutput::maximizeAggregateSpace()I,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::compact(Ljava/nio/ByteBuffer;)Z,org.eclipse.jetty.util.BufferUtil::compact(Ljava/nio/ByteBuffer;)Z,jetty-util-9.4.26.v20200117,623
org.eclipse.jetty.util.component.ContainerLifeCycle::start(Lorg/eclipse/jetty/util/component/LifeCycle;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.LifeCycle::start()V,org.eclipse.jetty.server.handler.ErrorHandler::start()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.http.HttpGenerator::generateResponse(Lorg/eclipse/jetty/http/MetaData$Response;ZLjava/nio/ByteBuffer;Ljava/nio/ByteBuffer;Ljava/nio/ByteBuffer;Z)Lorg/eclipse/jetty/http/HttpGenerator$Result;,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::flipToFill(Ljava/nio/ByteBuffer;)I,org.eclipse.jetty.util.BufferUtil::flipToFill(Ljava/nio/ByteBuffer;)I,jetty-util-9.4.26.v20200117,56
org.eclipse.jetty.server.Response::addCookie(Ljavax/servlet/http/Cookie;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.StringUtil::isBlank(Ljava/lang/String;)Z,org.eclipse.jetty.util.StringUtil::isBlank(Ljava/lang/String;)Z,jetty-util-9.4.26.v20200117,2
org.junit.runner.notification.SynchronizedRunListener::testRunStarted(Lorg/junit/runner/Description;)V,junit-4.12,org.junit.runner.notification.RunListener::testRunStarted(Lorg/junit/runner/Description;)V,org.apache.maven.surefire.common.junit4.JUnit4RunListener::testRunStarted(Lorg/junit/runner/Description;)V,org.apache.maven.surefire.common.junit4,1
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,org.eclipse.jetty.io.ManagedSelector::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,jetty-io-9.4.26.v20200117,4
org.eclipse.jetty.util.component.ContainerLifeCycle::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopTimeout(J)V,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::setStopTimeout(J)V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.HttpChannelOverHttp::parsedHeader(Lorg/eclipse/jetty/http/HttpField;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpField::getHeader()Lorg/eclipse/jetty/http/HttpHeader;,org.eclipse.jetty.http.HttpField::getHeader()Lorg/eclipse/jetty/http/HttpHeader;,jetty-http-9.4.26.v20200117,244
org.eclipse.jetty.server.HttpConnection$SendCallback::process()Lorg/eclipse/jetty/util/IteratingCallback$Action;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpGenerator$Result::ordinal()I,org.eclipse.jetty.http.HttpGenerator$Result::ordinal()I,jetty-http-9.4.26.v20200117,189
org.eclipse.jetty.server.HttpOutput::channelWrite(Ljava/nio/ByteBuffer;Z)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.SharedBlockingCallback$Blocker::block()V,org.eclipse.jetty.util.SharedBlockingCallback$Blocker::block()V,jetty-util-9.4.26.v20200117,8
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,org.eclipse.jetty.server.Server::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.Request::getHeaders(Ljava/lang/String;)Ljava/util/Enumeration;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::getValues(Ljava/lang/String;)Ljava/util/Enumeration;,org.eclipse.jetty.http.HttpFields::getValues(Ljava/lang/String;)Ljava/util/Enumeration;,jetty-http-9.4.26.v20200117,130
org.eclipse.jetty.server.Server::doStop()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.MultiException::ifExceptionThrow()V,org.eclipse.jetty.util.MultiException::ifExceptionThrow()V,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.io.SelectorManager::doStart()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.io.SelectorManager::newSelector(I)Lorg/eclipse/jetty/io/ManagedSelector;,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::newSelector(I)Lorg/eclipse/jetty/io/ManagedSelector;,jetty-server-9.4.26.v20200117,4
org.eclipse.jetty.util.component.AbstractLifeCycle::start()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStarted()V,org.eclipse.jetty.server.Server::setStarted()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.servlet.ServletHandler::doScope(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,jetty-servlet-9.4.26.v20200117,org.eclipse.jetty.http.pathmap.PathSpec::getPathMatch(Ljava/lang/String;)Ljava/lang/String;,org.eclipse.jetty.http.pathmap.ServletPathSpec::getPathMatch(Ljava/lang/String;)Ljava/lang/String;,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.http.HttpGenerator::generateHeaders(Lorg/eclipse/jetty/http/MetaData;Ljava/nio/ByteBuffer;Ljava/nio/ByteBuffer;Z)V,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,112
org.eclipse.jetty.http.HostPortHttpField::getHost()Ljava/lang/String;,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.HostPort::getHost()Ljava/lang/String;,org.eclipse.jetty.util.HostPort::getHost()Ljava/lang/String;,jetty-util-9.4.26.v20200117,56
org.eclipse.jetty.util.Callback$Nested::failed(Ljava/lang/Throwable;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.Callback::failed(Ljava/lang/Throwable;)V,org.eclipse.jetty.server.HttpOutput$WriteCompleteCB::failed(Ljava/lang/Throwable;)V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.util.component.AbstractLifeCycle::start()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStarting()V,org.eclipse.jetty.server.handler.ErrorHandler::setStarting()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.http.HttpParser::parseNext(Ljava/nio/ByteBuffer;)Z,jetty-http-9.4.26.v20200117,org.eclipse.jetty.http.HttpParser$HttpHandler::earlyEOF()V,org.eclipse.jetty.server.HttpChannelOverHttp::earlyEOF()V,jetty-server-9.4.26.v20200117,2
org.eclipse.jetty.http.HttpGenerator::prepareChunk(Ljava/nio/ByteBuffer;I)V,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::putHexInt(Ljava/nio/ByteBuffer;I)V,org.eclipse.jetty.util.BufferUtil::putHexInt(Ljava/nio/ByteBuffer;I)V,jetty-util-9.4.26.v20200117,5
org.eclipse.jetty.server.Server::doStop()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.util.component.ContainerLifeCycle::doStop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::doStop()V,org.eclipse.jetty.server.ServerConnector::doStop()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.util.component.ContainerLifeCycle::stop(Lorg/eclipse/jetty/util/component/LifeCycle;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.LifeCycle::stop()V,org.eclipse.jetty.server.ServerConnector::stop()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.Response::setContentType(Ljava/lang/String;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MimeTypes$Type::getCharset()Ljava/nio/charset/Charset;,org.eclipse.jetty.http.MimeTypes$Type::getCharset()Ljava/nio/charset/Charset;,jetty-http-9.4.26.v20200117,28
javax.servlet.GenericServlet::init(Ljavax/servlet/ServletConfig;)V,javax.servlet-api-3.1.0,javax.servlet.GenericServlet::init()V,org.jsoup.integration.servlets.RedirectServlet::init()V,org.jsoup.integration.servlets,1
org.eclipse.jetty.util.component.ContainerLifeCycle::removeBean(Ljava/lang/Object;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::getBean(Ljava/lang/Object;)Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;,org.eclipse.jetty.server.ServerConnector::getBean(Ljava/lang/Object;)Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;,jetty-server-9.4.26.v20200117,2
org.eclipse.jetty.io.ManagedSelector::execute(Ljava/lang/Runnable;)V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.io.SelectorManager::execute(Ljava/lang/Runnable;)V,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::execute(Ljava/lang/Runnable;)V,jetty-server-9.4.26.v20200117,6
org.eclipse.jetty.http.pathmap.PathMappings::put(Lorg/eclipse/jetty/http/pathmap/PathSpec;Ljava/lang/Object;)Z,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,28
org.junit.runner.notification.SynchronizedRunListener::testRunFinished(Lorg/junit/runner/Result;)V,junit-4.12,org.junit.runner.notification.RunListener::testRunFinished(Lorg/junit/runner/Result;)V,org.apache.maven.surefire.common.junit4.JUnit4RunListener::testRunFinished(Lorg/junit/runner/Result;)V,org.apache.maven.surefire.common.junit4,1
org.jsoup.select.NodeTraversor::filter(Lorg/jsoup/select/NodeFilter;Lorg/jsoup/nodes/Node;)Lorg/jsoup/select/NodeFilter$FilterResult;,jsoup-1.13.1,org.jsoup.select.NodeFilter::tail(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.select.TraversorTest$2::tail(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.select,4
org.eclipse.jetty.server.Response::addCookie(Ljavax/servlet/http/Cookie;)V,jetty-server-9.4.26.v20200117,javax.servlet.http.Cookie::getPath()Ljava/lang/String;,javax.servlet.http.Cookie::getPath()Ljava/lang/String;,javax.servlet-api-3.1.0,2
org.eclipse.jetty.server.handler.AbstractHandlerContainer::expandHandler(Lorg/eclipse/jetty/server/Handler;Ljava/util/List;Ljava/lang/Class;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.server.handler.AbstractHandlerContainer::expandChildren(Ljava/util/List;Ljava/lang/Class;)V,org.eclipse.jetty.servlet.ServletHandler::expandChildren(Ljava/util/List;Ljava/lang/Class;)V,jetty-servlet-9.4.26.v20200117,1
org.eclipse.jetty.server.Request::isHead()Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpMethod::is(Ljava/lang/String;)Z,org.eclipse.jetty.http.HttpMethod::is(Ljava/lang/String;)Z,jetty-http-9.4.26.v20200117,119
org.eclipse.jetty.util.component.AbstractLifeCycle::stop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::doStop()V,org.eclipse.jetty.server.handler.ErrorHandler::doStop()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.http.HttpField::contains(Ljava/lang/String;)Z,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.StringUtil::asciiToLowerCase(Ljava/lang/String;)Ljava/lang/String;,org.eclipse.jetty.util.StringUtil::asciiToLowerCase(Ljava/lang/String;)Ljava/lang/String;,jetty-util-9.4.26.v20200117,112
org.eclipse.jetty.server.HttpChannelOverHttp::recycle()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MetaData$Request::recycle()V,org.eclipse.jetty.http.MetaData$Request::recycle()V,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.server.Request::getParameterValues(Ljava/lang/String;)[Ljava/lang/String;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.MultiMap::getValues(Ljava/lang/String;)Ljava/util/List;,org.eclipse.jetty.util.MultiMap::getValues(Ljava/lang/String;)Ljava/util/List;,jetty-util-9.4.26.v20200117,15
org.eclipse.jetty.server.HttpChannel::onCompleted()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,56
org.eclipse.jetty.server.AbstractNetworkConnector::handleAcceptFailure(Ljava/lang/Throwable;)Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::ignore(Ljava/lang/Throwable;)V,org.eclipse.jetty.util.log.StdErrLog::ignore(Ljava/lang/Throwable;)V,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.server.handler.AbstractHandler::doStop()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::doStop()V,org.eclipse.jetty.servlet.ServletHandler::doStop()V,jetty-servlet-9.4.26.v20200117,1
org.eclipse.jetty.server.HttpConnection::releaseRequestBuffer()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,105
org.eclipse.jetty.util.component.ContainerLifeCycle::stop(Lorg/eclipse/jetty/util/component/LifeCycle;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.LifeCycle::stop()V,org.eclipse.jetty.server.handler.ErrorHandler::stop()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.HttpConnection::isRequestBufferEmpty()Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::isEmpty(Ljava/nio/ByteBuffer;)Z,org.eclipse.jetty.util.BufferUtil::isEmpty(Ljava/nio/ByteBuffer;)Z,jetty-util-9.4.26.v20200117,14
org.eclipse.jetty.server.HttpConnection::onCompleted()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpParser::reset()V,org.eclipse.jetty.http.HttpParser::reset()V,jetty-http-9.4.26.v20200117,55
org.eclipse.jetty.util.component.AbstractLifeCycle::start()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::doStart()V,org.eclipse.jetty.server.ServerConnector::doStart()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.util.component.ContainerLifeCycle::doStart()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.LifeCycle::isStopped()Z,org.eclipse.jetty.server.HttpConnectionFactory::isStopped()Z,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.Response::addCookie(Ljavax/servlet/http/Cookie;)V,jetty-server-9.4.26.v20200117,javax.servlet.http.Cookie::getDomain()Ljava/lang/String;,javax.servlet.http.Cookie::getDomain()Ljava/lang/String;,javax.servlet-api-3.1.0,2
org.eclipse.jetty.server.Request::setMetaData(Lorg/eclipse/jetty/http/MetaData$Request;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpURI::isAbsolute()Z,org.eclipse.jetty.http.HttpURI::isAbsolute()Z,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.LifeCycle::isRunning()Z,org.eclipse.jetty.server.handler.ErrorHandler::isRunning()Z,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.Request::getParts(Lorg/eclipse/jetty/util/MultiMap;)Ljava/util/Collection;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.MultiMap::add(Ljava/lang/String;Ljava/lang/Object;)V,org.eclipse.jetty.util.MultiMap::add(Ljava/lang/String;Ljava/lang/Object;)V,jetty-util-9.4.26.v20200117,5
org.eclipse.jetty.server.Request::setMetaData(Lorg/eclipse/jetty/http/MetaData$Request;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpURI::getPathQuery()Ljava/lang/String;,org.eclipse.jetty.http.HttpURI::getPathQuery()Ljava/lang/String;,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.server.HttpChannel::commit(Lorg/eclipse/jetty/http/MetaData$Response;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,56
org.eclipse.jetty.util.component.AbstractLifeCycle::start()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStarted()V,org.eclipse.jetty.servlet.ServletHolder::setStarted()V,jetty-servlet-9.4.26.v20200117,7
org.eclipse.jetty.io.AbstractEndPoint::shutdownOutput()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,2
org.eclipse.jetty.server.Request::getParameterNames()Ljava/util/Enumeration;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.MultiMap::keySet()Ljava/util/Set;,org.eclipse.jetty.util.MultiMap::keySet()Ljava/util/Set;,jetty-util-9.4.26.v20200117,21
org.junit.runner.notification.SynchronizedRunListener::testFailure(Lorg/junit/runner/notification/Failure;)V,junit-4.12,org.junit.runner.notification.RunListener::testFailure(Lorg/junit/runner/notification/Failure;)V,org.apache.maven.surefire.common.junit4.JUnit4RunListener::testFailure(Lorg/junit/runner/notification/Failure;)V,org.apache.maven.surefire.common.junit4,1
org.eclipse.jetty.util.component.ContainerLifeCycle::doStart()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::start(Lorg/eclipse/jetty/util/component/LifeCycle;)V,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::start(Lorg/eclipse/jetty/util/component/LifeCycle;)V,jetty-server-9.4.26.v20200117,4
