Caller Method	Caller Library	Callee Visibility	Declared Callee Method	Declared Callee Library	Actual Callee Method	Actual Callee Library	Count	Reflective	DynamicProxy	Label
org.apache.rocketmq.acl.common.AclUtils::getYamlDataObject(Ljava/lang/String;Ljava/lang/Class;)Ljava/lang/Object;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.yaml.snakeyaml.Yaml::loadAs(Ljava/io/InputStream;Ljava/lang/Class;)Ljava/lang/Object;	org.yaml:snakeyaml:1.19	org.yaml.snakeyaml.Yaml::loadAs(Ljava/io/InputStream;Ljava/lang/Class;)Ljava/lang/Object;	org.yaml:snakeyaml:1.19	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::createAclAccessConfigMap(Ljava/util/Map;Lorg/apache/rocketmq/common/PlainAccessConfig;)Ljava/util/Map;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::getWhiteRemoteAddress()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	2	false	false	ClientToLib
org.apache.rocketmq.common.UtilAll::string2List(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.commons.lang3.StringUtils::isEmpty(Ljava/lang/CharSequence;)Z	org.apache.commons:commons-lang3:3.4	-	-	1	false	false	LibToLib
com.alibaba.fastjson.serializer.DateCodec::write(Lcom/alibaba/fastjson/serializer/JSONSerializer;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/reflect/Type;I)V	com.alibaba:fastjson:1.2.76	public	java.sql.Time::getTime()J	java.sql	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::buildPlainAccessResource(Lorg/apache/rocketmq/common/PlainAccessConfig;)Lorg/apache/rocketmq/acl/plain/PlainAccessResource;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::getDefaultTopicPerm()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.PlainAccessConfig::getDefaultTopicPerm()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	2	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::createAclAccessConfigMap(Ljava/util/Map;Lorg/apache/rocketmq/common/PlainAccessConfig;)Ljava/util/Map;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.commons.lang3.StringUtils::isEmpty(Ljava/lang/CharSequence;)Z	org.apache.commons:commons-lang3:3.4	-	-	6	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::watch()V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
com.alibaba.fastjson.serializer.DateCodec::write(Lcom/alibaba/fastjson/serializer/JSONSerializer;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/reflect/Type;I)V	com.alibaba:fastjson:1.2.76	public	java.sql.Date::getTime()J	java.sql	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::getAllAclConfig()Lorg/apache/rocketmq/common/AclConfig;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.AclConfig::setPlainAccessConfigs(Ljava/util/List;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::load()V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.DataVersion::assignNewOne(Lorg/apache/rocketmq/common/DataVersion;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::buildPlainAccessResource(Lorg/apache/rocketmq/common/PlainAccessConfig;)Lorg/apache/rocketmq/acl/plain/PlainAccessResource;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::getWhiteRemoteAddress()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.PlainAccessConfig::getWhiteRemoteAddress()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	2	false	false	ClientToLib
javax.xml.parsers.SAXParser::parse(Lorg/xml/sax/InputSource;Lorg/xml/sax/HandlerBase;)V	javax.xml.parsers	public	org.xml.sax.Parser::setDocumentHandler(Lorg/xml/sax/DocumentHandler;)V	org.xml.sax	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainAccessValidator::parse(Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;Ljava/lang/String;)Lorg/apache/rocketmq/acl/AccessResource;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.protocol.header.UnregisterClientRequestHeader::getConsumerGroup()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.common.AclUtils::getAclRPCHook(Ljava/lang/String;)Lorg/apache/rocketmq/remoting/RPCHook;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	com.alibaba.fastjson.JSONObject::isEmpty()Z	com.alibaba:fastjson:1.2.76	-	-	1	false	false	ClientToLib
org.apache.rocketmq.srvutil.FileWatchService::run()V	org.apache.rocketmq:rocketmq-srvutil:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	org.apache.rocketmq.logging.Slf4jLoggerFactory$Slf4jLogger::info(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainAccessValidator::parse(Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;Ljava/lang/String;)Lorg/apache/rocketmq/acl/AccessResource;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.protocol.header.GetConsumerListByGroupRequestHeader::getConsumerGroup()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::deleteAccessConfig(Ljava/lang/String;)Z	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.commons.lang3.StringUtils::isEmpty(Ljava/lang/CharSequence;)Z	org.apache.commons:commons-lang3:3.4	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::watch()V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.srvutil.FileWatchService::FileWatchService([Ljava/lang/String;Lorg/apache/rocketmq/srvutil/FileWatchService$Listener;)V	org.apache.rocketmq:rocketmq-srvutil:4.9.1	public	java.security.MessageDigest::getInstance(Ljava/lang/String;)Ljava/security/MessageDigest;	java.security	java.security.MessageDigest::getInstance(Ljava/lang/String;)Ljava/security/MessageDigest;	java.security	1	false	false	LibToLib
org.apache.rocketmq.acl.common.SessionCredentials::SessionCredentials()V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.MixAll::file2String(Ljava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.MixAll::file2String(Ljava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::createAclAccessConfigMap(Ljava/util/Map;Lorg/apache/rocketmq/common/PlainAccessConfig;)Ljava/util/Map;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::isAdmin()Z	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	2	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::load()V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	com.alibaba.fastjson.JSONArray::getString(I)Ljava/lang/String;	com.alibaba:fastjson:1.2.76	-	-	1	false	false	ClientToLib
org.apache.rocketmq.common.ServiceThread::shutdown(Z)V	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	2	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::load()V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	org.apache.rocketmq.logging.Slf4jLoggerFactory$Slf4jLogger::info(Ljava/lang/String;Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	1	false	false	ClientToLib
org.apache.rocketmq.acl.common.AclClientRPCHook::parseRequestContent(Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;Ljava/lang/String;Ljava/lang/String;)Ljava/util/SortedMap;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::readCustomHeader()Lorg/apache/rocketmq/remoting/CommandCustomHeader;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.common.AclUtils::writeDataObject(Ljava/lang/String;Ljava/util/Map;)Z	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.yaml.snakeyaml.Yaml::dumpAsMap(Ljava/lang/Object;)Ljava/lang/String;	org.yaml:snakeyaml:1.19	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.RemoteAddressStrategyFactory$RangeRemoteAddressStrategy::analysis([Ljava/lang/String;I)Z	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.commons.lang3.StringUtils::split(Ljava/lang/String;Ljava/lang/String;)[Ljava/lang/String;	org.apache.commons:commons-lang3:3.4	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainAccessResource::getRetryTopic(Ljava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.MixAll::getRetryTopic(Ljava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.common.ServiceThread::start()V	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.common.ServiceThread::getServiceName()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.srvutil.FileWatchService::getServiceName()Ljava/lang/String;	org.apache.rocketmq:rocketmq-srvutil:4.9.1	2	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::buildPlainAccessResource(Lorg/apache/rocketmq/common/PlainAccessConfig;)Lorg/apache/rocketmq/acl/plain/PlainAccessResource;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::getTopicPerms()Ljava/util/List;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
com.alibaba.fastjson.parser.deserializer.SqlDateDeserializer::castTimestamp(Lcom/alibaba/fastjson/parser/DefaultJSONParser;Ljava/lang/reflect/Type;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	com.alibaba:fastjson:1.2.76	public	java.sql.Timestamp::valueOf(Ljava/lang/String;)Ljava/sql/Timestamp;	java.sql	-	-	1	false	false	LibToLib
org.apache.rocketmq.srvutil.FileWatchService::hash(Ljava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-srvutil:4.9.1	public	java.security.MessageDigest::digest()[B	java.security	java.security.MessageDigest$Delegate::digest()[B	java.security	1	false	false	LibToLib
org.apache.rocketmq.srvutil.FileWatchService::hash(Ljava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-srvutil:4.9.1	public	org.apache.rocketmq.common.UtilAll::bytes2string([B)Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	LibToLib
org.apache.rocketmq.common.UtilAll::ipV6Check([B)Z	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.commons.validator.routines.InetAddressValidator::isValidInet6Address(Ljava/lang/String;)Z	commons-validator:commons-validator:1.7	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::load()V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	com.alibaba.fastjson.JSONArray::toJavaList(Ljava/lang/Class;)Ljava/util/List;	com.alibaba:fastjson:1.2.76	com.alibaba.fastjson.JSONArray::toJavaList(Ljava/lang/Class;)Ljava/util/List;	com.alibaba:fastjson:1.2.76	1	false	false	ClientToLib
javax.xml.parsers.SAXParser::parse(Lorg/xml/sax/InputSource;Lorg/xml/sax/helpers/DefaultHandler;)V	javax.xml.parsers	public	org.xml.sax.XMLReader::setErrorHandler(Lorg/xml/sax/ErrorHandler;)V	org.xml.sax	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::updateAccessConfig(Lorg/apache/rocketmq/common/PlainAccessConfig;)Z	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	2	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::updateGlobalWhiteAddrsConfig(Ljava/util/List;)Z	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.common.AclUtils::getAclRPCHook(Ljava/lang/String;)Lorg/apache/rocketmq/remoting/RPCHook;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::warn(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
com.alibaba.fastjson.serializer.MiscCodec::toString(Lorg/w3c/dom/Node;)Ljava/lang/String;	com.alibaba:fastjson:1.2.76	public	javax.xml.transform.TransformerFactory::newInstance()Ljavax/xml/transform/TransformerFactory;	javax.xml.transform	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.RemoteAddressStrategyFactory::getRemoteAddressStrategy(Ljava/lang/String;)Lorg/apache/rocketmq/acl/plain/RemoteAddressStrategy;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.commons.lang3.StringUtils::isBlank(Ljava/lang/CharSequence;)Z	org.apache.commons:commons-lang3:3.4	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.common.AclUtils::getAclRPCHook(Ljava/lang/String;)Lorg/apache/rocketmq/remoting/RPCHook;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::warn(Ljava/lang/String;Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::updateAccessConfig(Lorg/apache/rocketmq/common/PlainAccessConfig;)Z	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::getGroupPerms()Ljava/util/List;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
com.alibaba.fastjson.serializer.CalendarCodec::write(Lcom/alibaba/fastjson/serializer/JSONSerializer;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/reflect/Type;I)V	com.alibaba:fastjson:1.2.76	public	javax.xml.datatype.XMLGregorianCalendar::toGregorianCalendar()Ljava/util/GregorianCalendar;	javax.xml.datatype	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainAccessValidator::parse(Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;Ljava/lang/String;)Lorg/apache/rocketmq/acl/AccessResource;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.protocol.heartbeat.HeartbeatData::decode([BLjava/lang/Class;)Ljava/lang/Object;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
javax.xml.parsers.SAXParser::parse(Ljava/io/InputStream;Lorg/xml/sax/helpers/DefaultHandler;Ljava/lang/String;)V	javax.xml.parsers	public	org.xml.sax.InputSource::setSystemId(Ljava/lang/String;)V	org.xml.sax	-	-	1	false	false	LibToLib
com.alibaba.fastjson.util.FieldInfo::get(Ljava/lang/Object;)Ljava/lang/Object;	com.alibaba:fastjson:1.2.76	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getLanguage()Lorg/apache/rocketmq/remoting/protocol/LanguageCode;	org.apache.rocketmq:rocketmq-remoting:4.9.1	org.apache.rocketmq.remoting.protocol.RemotingCommand::getLanguage()Lorg/apache/rocketmq/remoting/protocol/LanguageCode;	org.apache.rocketmq:rocketmq-remoting:4.9.1	1	true	false	LibToLib
org.apache.rocketmq.common.UtilAll::getDiskPartitionSpaceUsedPercent(Ljava/lang/String;)D	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::updateAclConfigFileVersion(Ljava/util/Map;)Ljava/util/Map;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.DataVersion::nextVersion()V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::updateAccessConfig(Lorg/apache/rocketmq/common/PlainAccessConfig;)Z	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::getAccessKey()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
com.alibaba.fastjson.util.FieldInfo::get(Ljava/lang/Object;)Ljava/lang/Object;	com.alibaba:fastjson:1.2.76	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getCode()I	org.apache.rocketmq:rocketmq-remoting:4.9.1	org.apache.rocketmq.remoting.protocol.RemotingCommand::getCode()I	org.apache.rocketmq:rocketmq-remoting:4.9.1	1	true	false	LibToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::buildPlainAccessResource(Lorg/apache/rocketmq/common/PlainAccessConfig;)Lorg/apache/rocketmq/acl/plain/PlainAccessResource;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::getAccessKey()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.PlainAccessConfig::getAccessKey()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	2	false	false	ClientToLib
javax.xml.parsers.SAXParser::parse(Lorg/xml/sax/InputSource;Lorg/xml/sax/HandlerBase;)V	javax.xml.parsers	public	org.xml.sax.Parser::parse(Lorg/xml/sax/InputSource;)V	org.xml.sax	-	-	1	false	false	LibToLib
com.alibaba.fastjson.util.TypeUtils::castToSqlTime(Ljava/lang/Object;)Ljava/sql/Time;	com.alibaba:fastjson:1.2.76	public	java.sql.Time::valueOf(Ljava/lang/String;)Ljava/sql/Time;	java.sql	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::load()V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	com.alibaba.fastjson.JSONArray::size()I	com.alibaba:fastjson:1.2.76	com.alibaba.fastjson.JSONArray::size()I	com.alibaba:fastjson:1.2.76	3	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager$2::onChanged(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::load()V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	com.alibaba.fastjson.JSONArray::size()I	com.alibaba:fastjson:1.2.76	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.RemoteAddressStrategyFactory$RangeRemoteAddressStrategy::RemoteAddressStrategyFactory$RangeRemoteAddressStrategy(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.commons.lang3.StringUtils::split(Ljava/lang/String;Ljava/lang/String;)[Ljava/lang/String;	org.apache.commons:commons-lang3:3.4	org.apache.commons.lang3.StringUtils::split(Ljava/lang/String;Ljava/lang/String;)[Ljava/lang/String;	org.apache.commons:commons-lang3:3.4	4	false	false	ClientToLib
org.apache.rocketmq.common.MixAll::printObjectProperties(Lorg/apache/rocketmq/logging/InternalLogger;Ljava/lang/Object;Z)V	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainAccessValidator::parse(Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;Ljava/lang/String;)Lorg/apache/rocketmq/acl/AccessResource;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.protocol.heartbeat.ConsumerData::getGroupName()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.common.AclSigner::signAndBase64Encode([BLjava/lang/String;Lorg/apache/rocketmq/acl/common/SigningAlgorithm;Ljava/nio/charset/Charset;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.commons.codec.binary.Base64::encodeBase64([B)[B	commons-codec:commons-codec:1.9	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::createAclAccessConfigMap(Ljava/util/Map;Lorg/apache/rocketmq/common/PlainAccessConfig;)Ljava/util/Map;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::getTopicPerms()Ljava/util/List;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	3	false	false	ClientToLib
org.apache.rocketmq.srvutil.FileWatchService::FileWatchService([Ljava/lang/String;Lorg/apache/rocketmq/srvutil/FileWatchService$Listener;)V	org.apache.rocketmq:rocketmq-srvutil:4.9.1	public	org.apache.commons.lang3.StringUtils::isNotEmpty(Ljava/lang/CharSequence;)Z	org.apache.commons:commons-lang3:3.4	org.apache.commons.lang3.StringUtils::isNotEmpty(Ljava/lang/CharSequence;)Z	org.apache.commons:commons-lang3:3.4	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainAccessValidator::parse(Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;Ljava/lang/String;)Lorg/apache/rocketmq/acl/AccessResource;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getBody()[B	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.common.ServiceThread::makeStop()V	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	LibToLib
com.alibaba.fastjson.serializer.CalendarCodec::createXMLGregorianCalendar(Ljava/util/Calendar;)Ljavax/xml/datatype/XMLGregorianCalendar;	com.alibaba:fastjson:1.2.76	public	javax.xml.datatype.DatatypeFactory::newInstance()Ljavax/xml/datatype/DatatypeFactory;	javax.xml.datatype	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::checkPlainAccessConfig(Lorg/apache/rocketmq/common/PlainAccessConfig;)V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::getAccessKey()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.PlainAccessConfig::getAccessKey()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	4	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainAccessValidator::parse(Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;Ljava/lang/String;)Lorg/apache/rocketmq/acl/AccessResource;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.common.protocol.heartbeat.SubscriptionData::getTopic()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.common.UtilAll::ipCheck([B)Z	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.commons.validator.routines.InetAddressValidator::isValidInet4Address(Ljava/lang/String;)Z	commons-validator:commons-validator:1.7	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.common.AclUtils::getAclRPCHook(Ljava/lang/String;)Lorg/apache/rocketmq/remoting/RPCHook;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.common.AclSigner::signAndBase64Encode([BLjava/lang/String;Lorg/apache/rocketmq/acl/common/SigningAlgorithm;Ljava/nio/charset/Charset;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.acl.plain.PlainPermissionManager::load()V	org.apache.rocketmq:rocketmq-acl:4.9.1	public	com.alibaba.fastjson.JSONArray::isEmpty()Z	com.alibaba:fastjson:1.2.76	com.alibaba.fastjson.JSONArray::isEmpty()Z	com.alibaba:fastjson:1.2.76	2	false	false	ClientToLib
org.apache.rocketmq.remoting.protocol.RemotingSerializable::fromJson(Ljava/lang/String;Ljava/lang/Class;)Ljava/lang/Object;	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	com.alibaba.fastjson.JSON::parseObject(Ljava/lang/String;Ljava/lang/Class;)Ljava/lang/Object;	com.alibaba:fastjson:1.2.76	-	-	1	false	false	LibToLib
org.apache.rocketmq.common.MixAll::printObjectProperties(Lorg/apache/rocketmq/logging/InternalLogger;Ljava/lang/Object;Z)V	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	LibToLib
org.apache.rocketmq.acl.common.AclUtils::getYamlDataObject(Ljava/lang/String;Ljava/lang/Class;)Ljava/lang/Object;	org.apache.rocketmq:rocketmq-acl:4.9.1	public	org.yaml.snakeyaml.Yaml::loadAs(Ljava/io/InputStream;Ljava/lang/Class;)Ljava/lang/Object;	org.yaml:snakeyaml:1.19	-	-	1	false	false	ClientToLib
